Ticker,IsCurncyFixing,CurncyFixingQuoteFormat,date,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME,TURNOVER,CUR_MKT_CAP,SHORT_INT,EQY_SH_OUT,EQY_FLOAT,EQY_WEIGHTED_AVG_PX,AVERAGE_BID_ASK_SPREAD_%,BEST_EPS,PE_RATIO,BEST_SALES,SALES_REV_TURN,BEST_PE_RATIO,BEST_EBITDA,EQY_DVD_YLD_IND,BEST_TARGET_PRICE,NET_INCOME,BOOK_VAL_PER_SH
TCLTEQ HK Equity,False,,2016-12-28,,,,,,,,,,,,,,,,,,,,,,
TCLTEQ HK Equity,False,,2016-12-29,,,,,,,,,,,,,,,,,,,,,,
TCLTEQ HK Equity,False,,2016-12-30,,,,,,,,,,,,,,,,,,,,,,
TCLTEQ HK Equity,False,,2016-12-31,,,,,,,,,,,,,,,,9686.37,,,,,35.875,
TCLTEQ HK Equity,False,,2017-01-01,,,,,,,,,,,,,,,,,,,,,,
TCLTEQ HK Equity,False,,2017-01-02,,,,,,,,,,,,,,,,,,,,,,
TCLTEQ HK Equity,False,,2017-01-03,,,,,,,,,,,,,,,,,,,,,,
TCLTEQ HK Equity,False,,2017-01-04,,,,,,,,,,,,,,,,,,,,,,
TCLTEQ HK Equity,False,,2017-01-05,,,,,,,,,,,,,,,,,,,,,,
TCLTEQ HK Equity,False,,2017-01-06,,,,,,,,,,,,,,,,,,,,,,
TCLTEQ HK Equity,False,,2017-01-07,,,,,,,,,,,,,,,,,,,,,,
TCLTEQ HK Equity,False,,2017-01-08,,,,,,,,,,,,,,,,,,,,,,
TCLTEQ HK Equity,False,,2017-01-09,,,,,,,,,,,,,,,,,,,,,,
TCLTEQ HK Equity,False,,2017-01-10,,,,,,,,,,,,,,,,,,,,,,
TCLTEQ HK Equity,False,,2017-01-11,,,,,,,,,,,,,,,,,,,,,,
TCLTEQ HK Equity,False,,2017-01-12,,,,,,,,,,,,,,,,,,,,,,
TCLTEQ HK Equity,False,,2017-01-13,,,,,,,,,,,,,,,,,,,,,,
TCLTEQ HK Equity,False,,2017-01-14,,,,,,,,,,,,,,,,,,,,,,
TCLTEQ HK Equity,False,,2017-01-15,,,,,,,,,,,,,,,,,,,,,,
TCLTEQ HK Equity,False,,2017-01-16,,,,,,,,,,,,,,,,,,,,,,
TCLTEQ HK Equity,False,,2017-01-17,,,,,,,,,,,,,,,,,,,,,,
TCLTEQ HK Equity,False,,2017-01-18,,,,,,,,,,,,,,,,,,,,,,
TCLTEQ HK Equity,False,,2017-01-19,,,,,,,,,,,,,,,,,,,,,,
TCLTEQ HK Equity,False,,2017-01-20,,,,,,,,,,,,,,,,,,,,,,
TCLTEQ HK Equity,False,,2017-01-21,,,,,,,,,,,,,,,,,,,,,,
TCLTEQ HK Equity,False,,2017-01-22,,,,,,,,,,,,,,,,,,,,,,
