Ticker,IsCurncyFixing,CurncyFixingQuoteFormat,date,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME,TURNOVER,CUR_MKT_CAP,SHORT_INT,EQY_SH_OUT,EQY_FLOAT,EQY_WEIGHTED_AVG_PX,AVERAGE_BID_ASK_SPREAD_%,BEST_EPS,PE_RATIO,BEST_SALES,SALES_REV_TURN,BEST_PE_RATIO,BEST_EBITDA,EQY_DVD_YLD_IND,BEST_TARGET_PRICE,NET_INCOME,BOOK_VAL_PER_SH
CHNACQ HK Equity,False,,2016-12-28,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2016-12-29,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2016-12-30,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2016-12-31,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-01-01,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-01-02,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-01-03,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-01-04,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-01-05,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-01-06,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-01-07,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-01-08,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-01-09,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-01-10,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-01-11,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-01-12,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-01-13,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-01-14,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-01-15,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-01-16,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-01-17,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-01-18,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-01-19,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-01-20,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-01-21,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-01-22,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-01-23,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-01-24,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-01-25,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-01-26,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-01-27,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-01-28,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-01-29,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-01-30,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-01-31,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-02-01,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-02-02,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-02-03,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-02-04,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-02-05,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-02-06,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-02-07,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-02-08,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-02-09,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-02-10,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-02-11,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-02-12,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-02-13,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-02-14,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-02-15,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-02-16,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-02-17,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-02-18,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-02-19,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-02-20,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-02-21,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-02-22,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-02-23,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-02-24,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-02-25,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-02-26,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-02-27,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-02-28,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-03-01,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-03-02,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-03-03,,,,,,,,,,,,,,,,,,,,,,
CHNACQ HK Equity,False,,2017-03-04,,,,,,,,,,,,,,,,,,,,,,
