Ticker,IsCurncyFixing,CurncyFixingQuoteFormat,date,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME,TURNOVER,CUR_MKT_CAP,SHORT_INT,EQY_SH_OUT,EQY_FLOAT,EQY_WEIGHTED_AVG_PX,AVERAGE_BID_ASK_SPREAD_%,BEST_EPS,PE_RATIO,BEST_SALES,SALES_REV_TURN,BEST_PE_RATIO,BEST_EBITDA,EQY_DVD_YLD_IND,BEST_TARGET_PRICE,NET_INCOME,BOOK_VAL_PER_SH
CITINQ HK Equity,False,,2016-12-28,,,,,,,,,,,,,0.543,,2461.6,,,,,,,
CITINQ HK Equity,False,,2016-12-29,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2016-12-30,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2016-12-31,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-01-01,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-01-02,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-01-03,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-01-04,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-01-05,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-01-06,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-01-07,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-01-08,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-01-09,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-01-10,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-01-11,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-01-12,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-01-13,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-01-14,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-01-15,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-01-16,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-01-17,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-01-18,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-01-19,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-01-20,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-01-21,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-01-22,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-01-23,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-01-24,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-01-25,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-01-26,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-01-27,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-01-28,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-01-29,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-01-30,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-01-31,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-02-01,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-02-02,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-02-03,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-02-04,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-02-05,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-02-06,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-02-07,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-02-08,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-02-09,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-02-10,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-02-11,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-02-12,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-02-13,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-02-14,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-02-15,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-02-16,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-02-17,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-02-18,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-02-19,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-02-20,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-02-21,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-02-22,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-02-23,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-02-24,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-02-25,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-02-26,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-02-27,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-02-28,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-03-01,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-03-02,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-03-03,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-03-04,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-03-05,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-03-06,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-03-07,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-03-08,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-03-09,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-03-10,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-03-11,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-03-12,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-03-13,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-03-14,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-03-15,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-03-16,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-03-17,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-03-18,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-03-19,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-03-20,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-03-21,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-03-22,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-03-23,,,,,,,,,,,,,,,,,,,,,,
CITINQ HK Equity,False,,2017-03-24,,,,,,,,,,,,,,,,,,,,,,
