Ticker,IsCurncyFixing,CurncyFixingQuoteFormat,date,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME,TURNOVER,CUR_MKT_CAP,SHORT_INT,EQY_SH_OUT,EQY_FLOAT,EQY_WEIGHTED_AVG_PX,AVERAGE_BID_ASK_SPREAD_%,BEST_EPS,PE_RATIO,BEST_SALES,SALES_REV_TURN,BEST_PE_RATIO,BEST_EBITDA,EQY_DVD_YLD_IND,BEST_TARGET_PRICE,NET_INCOME,BOOK_VAL_PER_SH
CHSTFQ HK Equity,False,,2016-12-28,,,,,,,,,,,,,,,,,,,,,,
CHSTFQ HK Equity,False,,2016-12-29,,,,,,,,,,,,,,,,,,,,,,
CHSTFQ HK Equity,False,,2016-12-30,,,,,,,,,,,,,,,,,,,,,,
CHSTFQ HK Equity,False,,2016-12-31,,,,,,,,,,,,,,,,17.69,,,,,-107.47,
CHSTFQ HK Equity,False,,2017-01-01,,,,,,,,,,,,,,,,,,,,,,
CHSTFQ HK Equity,False,,2017-01-02,,,,,,,,,,,,,,,,,,,,,,
CHSTFQ HK Equity,False,,2017-01-03,,,,,,,,,,,,,,,,,,,,,,
CHSTFQ HK Equity,False,,2017-01-04,,,,,,,,,,,,,,,,,,,,,,
CHSTFQ HK Equity,False,,2017-01-05,,,,,,,,,,,,,,,,,,,,,,
CHSTFQ HK Equity,False,,2017-01-06,,,,,,,,,,,,,,,,,,,,,,
CHSTFQ HK Equity,False,,2017-01-07,,,,,,,,,,,,,,,,,,,,,,
CHSTFQ HK Equity,False,,2017-01-08,,,,,,,,,,,,,,,,,,,,,,
CHSTFQ HK Equity,False,,2017-01-09,,,,,,,,,,,,,,,,,,,,,,
CHSTFQ HK Equity,False,,2017-01-10,,,,,,,,,,,,,,,,,,,,,,
CHSTFQ HK Equity,False,,2017-01-11,,,,,,,,,,,,,,,,,,,,,,
CHSTFQ HK Equity,False,,2017-01-12,,,,,,,,,,,,,,,,,,,,,,
CHSTFQ HK Equity,False,,2017-01-13,,,,,,,,,,,,,,,,,,,,,,
CHSTFQ HK Equity,False,,2017-01-14,,,,,,,,,,,,,,,,,,,,,,
CHSTFQ HK Equity,False,,2017-01-15,,,,,,,,,,,,,,,,,,,,,,
CHSTFQ HK Equity,False,,2017-01-16,,,,,,,,,,,,,,,,,,,,,,
CHSTFQ HK Equity,False,,2017-01-17,,,,,,,,,,,,,,,,,,,,,,
CHSTFQ HK Equity,False,,2017-01-18,,,,,,,,,,,,,,,,,,,,,,
CHSTFQ HK Equity,False,,2017-01-19,,,,,,,,,,,,,,,,,,,,,,
CHSTFQ HK Equity,False,,2017-01-20,,,,,,,,,,,,,,,,,,,,,,
CHSTFQ HK Equity,False,,2017-01-21,,,,,,,,,,,,,,,,,,,,,,
