type_num,size_adv,size_out_pct,days_fm_last,mkt_cap,return_30d_num
1,0.243692428,0.013088585,1,2773,1
1,0.243692428,0.013088585,0,2773,1
1,0.162461618,0.008725723,1,2773,1
1,0.162461618,0.008725723,0,2773,1
1,0.036923095,0.001983119,1,2773,1
1,0.036923095,0.001983119,0,2773,1
1,0.155076999,0.008329099,3,2773,1
1,0.14769238,0.007932476,1,2773,-1
1,0.14769238,0.007932476,0,2773,-1
1,0.155076999,0.008329099,1,2773,1
1,0.155076999,0.008329099,0,2773,1
1,0.07384619,0.003966238,1,2773,1
1,0.07384619,0.003966238,0,2773,1
1,0.177230856,0.009518971,1,2773,1
1,0.091569276,0.004918135,3,2773,1
1,0.091569276,0.004918135,0,2773,1
1,0.036923095,0.001983119,1,2773,-1
1,0.036923095,0.001983119,0,2773,-1
1,0.214153952,0.01150209,1,2773,-1
1,0.214153952,0.01150209,0,2773,-1
1,0.044307714,0.002379743,1,2773,-1
1,0.044307714,0.002379743,0,2773,-1
1,0.059076952,0.00317299,1,2773,-1
1,0.280615523,0.015071704,7,2773,-1
1,0.066461571,0.003569614,4,2773,1
1,0.14769238,0.007932476,1,2773,1
1,0.059076952,0.00317299,1,2773,1
1,0.059076952,0.00317299,0,2773,1
1,0.059076952,0.00317299,0,2773,1
1,0.258461666,0.013881832,1,2773,-1
1,0.096000047,0.005156109,3,2773,-1
1,0.116676981,0.006266656,1,2773,-1
1,0.143261609,0.007694501,1,2773,-1
1,0.07384619,0.003966238,2,2773,-1
1,0.059076952,0.00317299,3,2773,1
1,0.07384619,0.003966238,1,2773,1
1,0.07384619,0.003966238,1,2773,1
1,0.096000047,0.005156109,1,2773,1
1,0.07384619,0.003966238,1,2773,1
1,0.067938495,0.003648939,3,2773,1
1,0.132923142,0.007139228,1,2773,1
-1,0.319086722,0.029141651,0,206859,1
-1,0.319086722,0.029141651,0,206859,1
-1,0.319086722,0.029141651,0,206859,1
-1,0.368071734,0.033615369,3,206859,1
-1,0.368071734,0.033615369,0,206859,1
-1,0.368071734,0.033615369,0,206859,1
-1,0.305677418,0.027917002,1,206859,1
-1,0.305677418,0.027917002,0,206859,1
-1,0.305677418,0.027917002,0,206859,1
-1,0.226863544,0.020719064,1,206859,1
-1,0.226863544,0.020719064,0,206859,1
-1,0.226863544,0.020719064,0,206859,1
-1,0.337969213,0.030866157,1,206859,1
-1,0.337969213,0.030866157,0,206859,1
-1,0.337969213,0.030866157,0,206859,1
-1,0.447980244,0.040913278,1,206859,1
-1,0.447980244,0.040913278,0,206859,1
-1,0.447980244,0.040913278,0,206859,1
-1,0.218927425,0.019994272,3,206859,1
-1,0.218927425,0.019994272,0,206859,1
-1,0.218927425,0.019994272,0,206859,1
-1,0.244662891,0.022344648,1,206859,1
-1,0.244662891,0.022344648,0,206859,1
-1,0.244662891,0.022344648,0,206859,1
-1,0.032839114,0.002999141,2,206859,1
-1,0.032839114,0.002999141,0,206859,1
-1,0.032839114,0.002999141,0,206859,1
-1,0.095780749,0.008747494,1,206859,1
-1,0.095780749,0.008747494,0,206859,1
-1,0.095780749,0.008747494,0,206859,1
-1,0.285758853,0.026097873,3,206859,1
-1,0.285758853,0.026097873,0,206859,1
-1,0.285758853,0.026097873,0,206859,1
-1,0.061282983,0.00273327,0,1531,-1
-1,0.146546264,0.00653608,126,1531,-1
1,0.000540437,6.90E-05,0,368206,1
1,0.000810656,0.000103556,1,368206,1
-1,0.057625894,0.009901382,0,113116,1
-1,0.057625894,0.009901382,1,113116,1
-1,0.057625894,0.009901382,6,113116,1
-1,0.031636616,0.005435859,1,113116,1
-1,0.05768352,0.009911284,1,113116,1
-1,0.057625894,0.009901382,1,113116,-1
-1,0.057625894,0.009901382,1,113116,-1
-1,0.030656976,0.005267535,82,113116,1
-1,0.023050358,0.003960553,2,113116,1
-1,0.005762589,0.000990138,95,113116,-1
-1,0.008700473,0.00149493,1,113116,-1
-1,0.030713564,0.005277259,5,113116,-1
-1,0.005762589,0.000990138,8,113116,-1
-1,0.005762589,0.000990138,1,113116,-1
-1,0.147338188,0.007346643,0,119136,-1
-1,0.049112729,0.002448881,4,119136,-1
-1,0.049112729,0.002448881,6,119136,-1
-1,0.098225459,0.004897762,24,119136,-1
-1,0.049112729,0.002448881,56,119136,1
-1,0.052059493,0.002595814,5,119136,-1
-1,0.003929018,0.00019591,0,119136,-1
-1,0.290747358,0.014497375,1,119136,-1
-1,0.153165527,0.007806192,0,90067,-1
1,0.010636495,0.000542097,6,90067,-1
-1,0.214311743,0.065570767,0,1643,1
1,0.13131847,0.040178166,50,1643,-1
1,0.032829618,0.010044542,1,1643,-1
1,0.032829618,0.010044542,1,1643,-1
1,0.065659235,0.020089083,5,1643,1
1,0.119368489,0.036521953,5,1643,1
1,0.151016241,0.046204891,2,1643,1
1,0.009848885,0.003013362,1,1643,1
1,0.216675476,0.066293974,1,1643,1
1,0.13131847,0.040178166,5,1643,1
1,0.013131847,0.004017817,9,1643,1
1,0.132500337,0.04053977,3,1643,1
1,0.065659235,0.020089083,1,1643,1
1,0.003939554,0.001205345,1,1643,1
1,0.13131847,0.040178166,1,1643,1
1,0.065133961,0.01992837,13,1643,-1
1,0.098488853,0.030133625,8,1643,-1
1,0.019697771,0.006026725,4,1643,-1
1,0.006565924,0.002008908,2,1643,-1
1,0.065659235,0.020089083,1,1643,-1
1,0.039395541,0.01205345,1,1643,-1
1,0.009848885,0.003013362,3,1643,-1
1,0.188371631,0.003312044,0,3762,1
1,0.188371631,0.003312044,2,3762,1
1,0.20829341,0.183548477,0,1226,-1
1,0.041658682,0.036709695,1,1226,-1
1,0.041658682,0.036709695,1,1226,-1
1,0.041658682,0.036709695,1,1226,-1
1,0.13118319,0.115598831,25,1226,1
1,0.094148622,0.082963911,3,1226,-1
1,8.33E-05,7.34E-05,3,1226,-1
1,0.186964165,0.164753113,2,1226,-1
1,0.416586821,0.367096953,1,1226,-1
1,0.104146705,0.091774238,47,1226,-1
1,0.083317364,0.073419391,1,1226,-1
1,6.809493277,0.44718075,0,9688,1
1,9.00E-05,5.91E-06,0,9688,1
1,0.202685972,0.013310427,0,9688,1
-1,0.463189963,0.030417775,4,9688,1
-1,0.463189963,0.030417775,3,9688,1
1,2.18E-05,1.43E-06,115,9688,1
1,5.960305282,0.391414409,0,9688,1
1,0.464157713,0.059621755,0,1848,-1
1,0.74265234,0.095394808,4,1848,-1
1,0.286517107,0.036803553,6,1848,-1
1,0.286517107,0.036803553,4,1848,-1
1,0.286517107,0.036803553,10,1848,-1
1,1.432585533,0.184017763,20,1848,1
1,2.1488783,0.276026644,5,1848,1
1,23.11906534,2.969678657,30,1848,-1
1,0.756405162,0.097161379,23,1848,1
1,0.072202311,0.009274495,39,1848,1
1,16.74762468,0.318595935,0,691,-1
1,0.065283297,0.001883861,0,27948,1
1,0.175762722,0.005071935,1,27948,1
1,0.416808742,0.01202773,23,27948,1
1,0.110479425,0.003188073,11,27948,1
1,0.200871683,0.005796497,1,27948,1
1,0.14563197,0.00420246,2,27948,1
1,0.231002435,0.006665971,140,27948,1
1,0.868770028,0.025069848,4,27948,-1
-1,0.061440881,0.007551772,0,19513,-1
1,5.282404185,0.170356216,0,711,1
1,0.107010584,0.011827811,0,134,-1
1,0.07134039,0.007885207,1,134,-1
1,0.749074091,0.082794675,1,134,-1
1,0.356701948,0.039426036,2,134,-1
1,0.642063507,0.070966864,3,134,-1
1,0.820414481,0.090679882,1,134,-1
1,0.178350974,0.019713018,6,134,-1
1,0.713403896,0.078852072,2,134,-1
1,0.570723117,0.063081657,1,134,-1
1,0.107010584,0.011827811,4,134,-1
1,0.309951075,0.268531088,0,287,1
1,0.369870018,0.320442826,13,287,1
-1,0.007698923,0.003814379,0,14760,1
-1,0.014319996,0.007094744,2,14760,-1
1,0.071313553,0.002367112,0,9780,1
1,0.071313553,0.002367112,0,9780,1
1,0.191150314,0.041396271,0,2802,1
1,0.382300628,0.082792543,28,2802,1
1,0.100927366,0.021857231,1,2802,1
1,0.095575157,0.020698136,1,2802,1
1,0.238937892,0.051745339,1,2802,1
1,0.143362735,0.031047204,3,2802,1
1,0.263213982,0.057002666,11,2802,1
1,0.430088206,0.093141611,3,2802,1
1,0.430088206,0.093141611,1,2802,1
1,0.238937892,0.051745339,3,2802,1
1,0.191150314,0.041396271,3,2802,1
1,0.774158771,0.167654899,9,2802,1
1,0.265221061,0.057437327,1,2802,1
1,0.360796218,0.078135462,1,2802,1
1,0.143362735,0.031047204,3,2802,1
1,0.215044103,0.046570805,2,2802,1
1,0.167256525,0.036221737,1,2802,1
1,0.143362735,0.031047204,1,2802,1
1,0.129026462,0.027942483,3,2802,1
1,0.105132673,0.022767949,1,2802,1
1,0.764601256,0.165585086,2,2802,1
1,1.469468038,0.318233836,1,2802,-1
1,0.191150314,0.041396271,3,2802,-1
1,0.219822861,0.047605712,1,2802,1
1,0.396636901,0.085897263,1,2802,-1
1,0.716813677,0.155236018,1,2802,-1
1,0.402371411,0.087139151,5,2802,-1
1,0.867344549,0.187835581,1,2802,-1
1,0.516105848,0.111769933,5,2802,-1
1,0.689288032,0.149274955,1,2802,-1
1,0.631656212,0.136793979,1,2802,-1
1,0.551946531,0.119531734,1,2802,-1
1,1.051326727,0.227679493,1,2802,-1
1,1.213804493,0.262866323,3,2802,-1
1,0.975344477,0.211224475,1,2802,-1
1,1.099114305,0.238028561,1,2802,-1
1,1.204246978,0.26079651,1,2802,-1
1,0.907963991,0.196632289,1,2802,-1
1,0.480265164,0.104008132,3,2802,-1
1,0.731149951,0.158340738,1,2802,-1
1,0.77654815,0.168172353,1,2802,-1
1,0.391093542,0.084696771,49,2802,-1
1,0.143362735,0.031047204,2,2802,-1
1,0.453981996,0.098316145,3,2802,-1
1,0.167256525,0.036221737,1,2802,-1
1,0.124247704,0.026907576,1,2802,-1
1,0.057345094,0.012418881,1,2802,-1
1,0.119468946,0.02587267,1,2802,-1
1,0.286725471,0.062094407,11,2802,-1
1,0.238937892,0.051745339,1,2802,-1
1,0.262831682,0.056919873,1,2802,-1
1,0.119468946,0.02587267,1,2802,-1
1,0.095575157,0.020698136,3,2802,-1
1,0.047309703,0.010245577,2,2802,-1
1,0.095575157,0.020698136,1,2802,-1
1,1.058303713,0.229190457,1,2802,-1
1,0.262831682,0.056919873,3,2802,-1
1,0.179203419,0.038809004,1,2802,-1
1,0.126350357,0.027362935,20,2802,1
1,0.143362735,0.031047204,1,2802,1
1,0.095575157,0.020698136,3,2802,1
-1,1.216208273,0.032939692,0,10696,-1
-1,1.154222263,0.031260868,3,10696,-1
1,2.360897754,0.030568992,0,294,-1
1,1.057118397,0.013687608,7,294,-1
1,0.14094912,0.001825014,36,294,-1
1,0.1761864,0.002281268,1,294,-1
1,0.1761864,0.002281268,4,294,-1
1,0.951406558,0.012318847,7,294,-1
1,2.184711355,0.028287724,1,294,-1
1,1.479965756,0.019162651,1,294,-1
1,0.493321919,0.00638755,5,294,-1
1,1.973287675,0.025550202,3,294,1
1,7.566691488,0.173584933,0,367,1
-1,7.582722614,0.173952698,0,367,1
1,7.566691488,0.173584933,0,367,1
-1,7.582722614,0.173952698,0,367,1
1,0.161267936,0.043816601,0,14002,1
1,0.236311282,0.064205926,1,14002,1
1,0.391451036,0.106357497,1,14002,-1
1,0.275015587,0.074721911,1,14002,1
1,0.169116309,0.045949009,3,14002,1
1,0.37629185,0.102238736,1,14002,1
1,0.017309425,0.004702982,1,14002,-1
1,0.38285008,0.104020611,1,14002,-1
1,0.13621765,0.037010423,1,14002,-1
1,0.021502391,0.005842213,4,14002,1
1,0.157720041,0.042852636,15,14002,1
1,0.039241864,0.01066204,1,14002,1
1,0.215023914,0.058422135,1,14002,1
1,0.085256982,0.023164377,5,14002,1
1,0.021502391,0.005842213,1,14002,1
1,0.044121495,0.0033536,0,114052,-1
1,0.044121495,0.0033536,0,114052,-1
1,0,0,0,114052,-1
1,0,0,0,114052,-1
1,0.012236442,0.00032387,0,5323,-1
1,0.006118221,0.000161935,10,5323,-1
1,0.012236442,0.00032387,7,5323,1
1,0.018354663,0.000485805,4,5323,1
1,0.006118221,0.000161935,14,5323,1
1,0.006118221,0.000161935,4,5323,1
1,0.042827548,0.001133546,3,5323,1
1,0.006118221,0.000161935,7,5323,1
1,0.006118221,0.000161935,11,5323,1
1,0.006118221,0.000161935,68,5323,1
1,0.006118221,0.000161935,8,5323,1
1,0.006118221,0.000161935,11,5323,1
1,0.006118221,0.000161935,24,5323,-1
1,0.006118221,0.000161935,14,5323,-1
1,0.006118221,0.000161935,4,5323,-1
1,0.006118221,0.000161935,8,5323,-1
1,0.006118221,0.000161935,14,5323,-1
1,0.006118221,0.000161935,8,5323,-1
1,0.006118221,0.000161935,5,5323,-1
1,0.006118221,0.000161935,10,5323,-1
1,12.34767282,0.162055336,0,1024,-1
-1,2.496816559,0.098446934,0,2011,-1
-1,2.496816559,0.098446934,0,2011,-1
-1,2.496816559,0.098446934,0,2011,-1
-1,2.496816559,0.098446934,0,2011,-1
-1,1.170174694,0.046138796,1,2011,1
-1,1.170174694,0.046138796,0,2011,1
-1,1.170174694,0.046138796,0,2011,1
-1,1.170174694,0.046138796,0,2011,1
-1,1.128805996,0.644056819,0,1444,-1
-1,1.197575316,0.683294163,1,1444,-1
-1,2.787983598,1.590724937,1,1444,-1
-1,10.55632614,6.023066721,1,1444,-1
-1,2.3551137,1.343744667,103,1444,-1
-1,28.10056477,16.03318942,0,1444,-1
-1,9.361576956,5.341385051,16,1444,1
1,0.227978008,0.031910833,0,580,-1
1,0.054714722,0.0076586,2,580,-1
1,1.347522822,0.080968539,0,3918,1
-1,0.103716776,0.006232025,7,3918,1
1,0.103716776,0.006232025,0,3918,1
-1,29.65697048,1.781996957,39,3918,-1
-1,0.034572117,0.002077333,126,3918,1
-1,0.034572117,0.002077333,0,3918,1
1,0.642324876,0.038595344,4,3918,1
1,1.130015986,0.067899216,0,3918,1
1,0.842838991,0.050643626,1,3918,1
1,0.842838991,0.050643626,0,3918,1
1,0.55906054,0.033592244,5,3918,1
1,0.55906054,0.033592244,0,3918,1
-1,59.21838196,3.558252065,2,3918,1
1,0.323719418,0.019451313,0,3918,1
1,37.52969287,3.655399275,0,1731,1
1,379.4668921,36.96014798,0,1731,1
-1,10.14169625,0.987803158,95,1731,1
-1,48.75586137,4.748830237,0,1731,1
-1,84.53085376,8.233321349,15,1731,-1
1,0.627811576,0.008271424,0,671,-1
1,1.130060836,0.014888564,2,671,-1
1,0.313905788,0.004135712,1,671,-1
1,0.502249261,0.00661714,1,671,-1
1,0.062781158,0.000827142,3,671,-1
1,0.816155048,0.010752852,1,671,-1
1,1.255623151,0.016542849,1,671,-1
1,0.25112463,0.00330857,1,671,-1
1,0.188343473,0.002481427,6,671,-1
1,4.64580566,0.061208541,1,671,-1
1,1.632310097,0.021505704,1,671,-1
-1,0.002889635,0.001092437,0,14060,-1
-1,0.001444817,0.000546219,13,14060,1
-1,0.001444817,0.000546219,2,14060,1
1,0.54159648,0.137752188,0,4193,1
1,0.190627709,0.048485145,1,4193,1
1,0.313555857,0.079751267,15,4193,1
1,0.723316352,0.183971672,1,4193,1
1,0.787452777,0.200284431,29,4193,-1
1,1.077848259,0.274144979,5,4193,-1
-1,0.081311192,0.010553603,0,796,-1
1,0.060983394,0.007915202,110,796,-1
1,1.025334128,0.133080933,2,796,-1
1,0.089442311,0.011608963,1,796,-1
1,0.894423109,0.116089633,3,796,1
1,0.633314629,0.079675688,0,1393,-1
1,0.719445419,0.090511582,3,1393,1
1,0.230526525,0.02900195,1,1393,1
1,0.15452877,0.019440868,4,1393,1
1,0.240659559,0.030276761,1,1393,1
1,0.054465058,0.006852109,1,1393,1
1,0.046865283,0.005896001,1,1393,1
1,0.633314629,0.079675688,45,1393,-1
1,0.23939293,0.03011741,2,1393,-1
1,0.135529331,0.017050597,2,1393,1
1,0.236859671,0.029798707,3,1393,1
1,0.021532697,0.002708973,1,1393,1
1,0.336923383,0.042387466,1,1393,1
1,0.075997756,0.009561083,1,1393,1
1,0.605448786,0.076169958,15,1393,-1
1,0.340723271,0.04286552,7,1393,1
1,0.903106662,0.113617531,3,1393,-1
1,1.36669297,0.171940135,1,1393,-1
1,0.148195623,0.018644111,1,1393,-1
1,0.200127423,0.025177517,1,1393,-1
1,0.214060345,0.026930383,4,1393,-1
1,0.15326214,0.019281517,1,1393,-1
1,0.536956081,0.011808426,0,360,1
1,1.484525636,0.032646824,0,360,1
1,0.600127385,0.013197652,0,360,1
1,0.536956081,0.011808426,0,360,1
1,1.484525636,0.032646824,0,360,1
1,0.600127385,0.013197652,0,360,1
1,0.915983903,0.020143785,18,360,1
1,0.915983903,0.020143785,0,360,1
1,2.337338236,0.051401382,1,360,-1
1,2.337338236,0.051401382,0,360,-1
1,4.137720391,0.090994339,7,360,-1
1,4.137720391,0.090994339,0,360,-1
1,7.89641296,0.173653319,5,360,-1
1,7.89641296,0.173653319,0,360,-1
1,0.789641296,0.017365332,8,360,-1
1,0.789641296,0.017365332,0,360,-1
1,7.89641296,0.173653319,2,360,-1
1,7.89641296,0.173653319,0,360,-1
1,0.315856518,0.006946133,1,360,-1
1,0.315856518,0.006946133,0,360,-1
1,15.79282592,0.347306637,3,360,-1
1,15.79282592,0.347306637,0,360,-1
1,0.631713037,0.013892265,2,360,-1
1,0.631713037,0.013892265,0,360,-1
1,91.12941141,0.990914998,0,2660,-1
1,9.16328832,0.099638961,48,2660,1
1,0.49264991,0.005356933,1,2660,1
1,0.3612766,0.003928418,4,2660,1
1,0.016421664,0.000178564,1,2660,1
1,0.262746618,0.002857031,1,2660,1
1,0.3612766,0.003928418,0,2660,1
1,0.558336564,0.006071191,4,2660,1
1,0.147794973,0.00160708,1,2660,1
1,0.049264991,0.000535693,1,2660,1
1,0.147794973,0.00160708,1,2660,1
1,3.711295986,0.040355565,1,2660,1
1,0.164216637,0.001785644,5,2660,1
1,198.0925088,2.154000942,0,2660,1
1,0.197059964,0.002142773,1,2660,1
1,0.262746618,0.002857031,1,2660,1
1,0.439905671,0.029701336,0,832,-1
1,0.118436142,0.007996514,1,832,-1
1,0.016919449,0.001142359,1,832,-1
1,0.321469529,0.021704822,1,832,-1
1,0.355308426,0.023989541,6,832,-1
1,0.101516693,0.006854154,2,832,-1
1,0.236872284,0.015993027,3,832,-1
1,0.406066773,0.027416618,1,832,-1
1,0.033838898,0.002284718,1,832,-1
1,0.416218442,0.028102033,1,832,-1
1,0.101516693,0.006854154,1,832,-1
1,0.101516693,0.006854154,3,832,-1
1,0.128587811,0.008681929,2,832,-1
1,0.118436142,0.007996514,1,832,-1
1,0.016919449,0.001142359,1,832,-1
1,0.016919449,0.001142359,3,832,1
1,0.084597244,0.005711795,1,832,1
1,0.040606677,0.002741662,3,832,1
1,0.118436142,0.007996514,3,832,1
1,0.023687228,0.001599303,3,832,1
1,0.016919449,0.001142359,1,832,1
-1,0.000126333,0.000103612,0,1590,1
1,0.002953136,0.002422022,39,1590,1
-1,0.002953136,0.002422022,0,1590,1
1,0.00349007,0.002862389,1,1590,1
-1,0.00349007,0.002862389,0,1590,1
1,13.01842693,2.125226819,0,518,1
1,8.09483658,1.321462561,1,518,-1
1,0.035472553,0.005790809,2,518,1
1,0.141890212,0.023163235,1,518,1
1,5.498245705,0.897575359,5,518,-1
1,2.483078705,0.405356614,0,518,-1
1,1.15285797,0.188201285,1,518,-1
1,0.595938889,0.097285587,1,518,-1
1,1.401165841,0.228736946,4,518,-1
-1,4.800141246,0.246008837,0,333,-1
-1,4.800141246,0.246008837,30,333,1
-1,0.036690049,0.009330003,0,39672,-1
-1,0.261808388,0.066575898,1,39672,-1
-1,0.325416764,0.082751029,1,39672,-1
-1,0.188612663,0.047962778,1,39672,-1
-1,0.022862141,0.00581367,1,39672,1
-1,0.01843721,0.004688444,26,39672,1
1,0.003687442,0.000937689,29,39672,-1
-1,0.910798195,0.231609111,4,39672,-1
-1,0.961316151,0.244455447,0,39672,-1
-1,1.168919141,0.297247321,0,39672,-1
-1,1.001324898,0.254629369,0,39672,-1
-1,0.339244672,0.086267361,0,39672,-1
-1,0.914854381,0.232640569,0,39672,-1
-1,0.908954474,0.231140267,0,39672,-1
-1,1.054608436,0.268178971,0,39672,-1
1,0.003687442,0.000937689,11,39672,-1
-1,0.095873494,0.024379906,11,39672,-1
1,0.036874421,0.009376887,1,39672,1
-1,0.028420992,0.004921003,0,33448,-1
-1,0.037942025,0.006569539,1,33448,-1
-1,0.015915756,0.002755762,1,33448,-1
